Avg-X,Avg-Y,Avg-Z,Std-X,Std-Y,Std-Z,target
0.07276923568,0.0933846208,0.52352,0.4591353144949977,0.41996904662347495,0.6899046380478971,2
-0.014000001439999998,0.0864615388,0.33520000000000005,0.218979294446682,0.21262829671397052,0.5838186019646856,3
0.1380000056,0.18692308288,0.9376000000000001,0.41821377093903056,0.33723642214487365,0.6939076595628556,2
-0.11061538063999998,0.06738460896000001,0.26416,0.4146657245552122,0.3165702120702811,0.6685616608810291,7
-0.046000005999999996,0.10276921472,0.23232000000000003,0.4476856754829443,0.3984518707645678,0.47749200789123164,4
-0.04384614992,0.07769231104000002,0.65152,0.27553176738535107,0.4654380147755059,0.5686490038679396,2
-0.15015384952,-0.24630769560000004,0.39472,0.36377131036086807,0.2720532951040579,0.4661237191990985,1
0.0073846163200000006,-0.03200000008000001,0.24,0.05176094560203734,0.2508086828911201,0.6048656049074044,6
0.039846154560000006,-0.07984615744000001,0.33552,0.05911957864637678,0.17844755350193045,0.5495561205190967,6
0.06307691968000001,0.09615384632,0.5304,0.4654551783506041,0.2846621599014588,0.8398556066372361,2
0.10200000864,-0.02092307624,0.40784000000000004,0.3356943457208112,0.15058104958587312,0.6525734704996825,7
-0.00938461688,0.07107692872,0.6464000000000001,0.30241744617476707,0.11862686465524427,0.6077557404089244,2
0.03507692288,-0.015692307439999994,0.22224000000000002,0.07859957490040954,0.290239490329309,0.4605924254696337,6
0.075846152,0.014000002320000005,0.37376,0.317672792377024,0.21508050423977151,0.5169041133517899,1
-0.00200000048,0.03738461816,0.13040000000000002,0.04187357886349613,0.14949232640277965,0.5418551836053617,5
0.009384614880000001,0.04123077384,0.32864,0.07142324044555584,0.06557457431236088,0.4707123860703052,3
-0.041846161359999995,0.32692309280000004,0.5824000000000001,0.5699583154721841,0.350962351348277,0.7190375789901388,7
0.08123077351999998,-0.06938461975999999,0.75648,0.34696370875887,0.18396353283514297,0.6341637088323487,2
-0.06600000496,0.04353846136,0.45472,0.22535753085033758,0.20486168713032574,0.5958262511840176,7
-0.034923072959999996,0.15200000056,0.24431999999999998,0.37233378735489503,0.49792126701705886,0.8627920593051374,7
0.0312307692,0.0324615412,0.08048,0.14530449735309084,0.09805554091967968,0.2381389711911933,3
-0.1389230768,0.1381538584,0.27376000000000006,0.48012181772371315,0.33512681834766234,0.5762716914789413,8
0.007846151439999999,-0.026307693279999995,0.19376,0.07686905582430667,0.08797646431348612,0.4450252379360073,6
-0.017384618240000003,0.026153845920000002,0.008479999999999998,0.06172683454039595,0.09365680433765017,0.25821248924093504,5
0.0007692314399999987,0.15446154296,0.94896,0.520280432110263,0.357753812651126,0.7730995527097401,2
0.0361538448,0.1598461572,0.28256,0.5093103845417288,0.3344952648574612,0.4523147647380085,4
0.01338461616,-0.009846150640000006,0.39008000000000004,0.3613806723936946,0.3977274060145883,0.7130716609149462,2
-0.007384581440000001,0.15876923199999998,0.244,0.5813918168113478,0.3201507069512344,0.5306991614841688,1
-0.10938462664,0.10046154239999999,0.40176,0.5103248819601289,0.2746850212439223,0.731002669215373,1
0.02261538832000001,0.2000000028,0.84336,0.4255630824814783,0.24766364422110168,0.635510432959208,7
-0.24938461439999998,0.10000000272,0.4096,0.5814002479122347,0.1760849747338094,0.8005022423453915,7
-0.15000001064,0.03569230864,0.22144,0.447322761179032,0.20364583318538712,0.46401500665387957,1
0.0030769299200000023,0.07261538888,0.22047999999999995,0.46655222513532535,0.31486697914747375,0.4376845549022721,3
-0.07523078712,-0.036307693999999995,0.2504,0.43258218396671677,0.23078482234036704,0.5326948845258419,1
0.03892307608,0.15061539295999998,0.912,0.3691423323760383,0.32491452783035374,0.6067460753890378,2
0.023846155999999993,-0.01784615352,0.2696,0.26599038866650604,0.06957929710995822,0.42717378196701156,3
0.01907692336,-0.01646153848,0.09664,0.12183255691070742,0.16939160651780313,0.360361915856823,5
-0.00846153872,-0.04000000263999999,0.42784000000000005,0.2432874029758849,0.17394824354488508,0.5311355141581102,1
-0.03999999984,0.20507692744,0.7020799999999999,0.4351263217974367,0.2977573396299167,0.7031259301149404,8
0.07876922696,0.10846154512000002,0.24736000000000002,0.5229492114041985,0.2303958710354509,0.4732967677895127,1
0.0029230787199999993,0.17384616240000003,0.7051200000000001,0.3799373712811157,0.19277482726752523,0.6759995455619774,7
0.059384617439999995,-0.02153846136,0.2756799999999999,0.32026261768439557,0.08446140107944616,0.42574797427586186,4
0.008000002160000002,0.005384616959999997,0.5345599999999999,0.2263053456072366,0.20118143167951788,0.6340416440581801,2
-0.0007692283999999985,0.06553845320000001,0.0824,0.1582242509269569,0.5272238979404233,0.646893376067494,5
-0.01492307752,0.17599999448,0.5187200000000001,0.475340842260716,0.35870456394288763,0.725250826679984,2
0.026307692880000004,0.02476922976,0.2856,0.049735158687303035,0.09611740727053603,0.5785504645231908,5
-0.05507692288,0.20615384952,0.58192,0.3820324354845856,0.3279630657694809,0.9126381065899013,7
0.08138461384,0.06584615512,0.28992,0.484332244932385,0.1830908896050991,0.49405181266745707,3
0.0169230784,-0.01846153864,0.124,0.12606001084934693,0.17974998730759173,0.46672647235827525,5
-0.18892308200000002,0.030923077119999996,0.45248,0.3820380200445723,0.24200098668415687,0.6609746209953904,1
0.09446153800000003,0.26276923576,0.77776,0.42004519391740824,0.2569846123381308,0.6120586429419977,7
0.13323077904,0.16030769112,0.54912,0.26124619825178963,0.29878397062937173,0.6123397958650082,7
0.09799999416000002,0.15861539208,0.45664000000000005,0.44111159808756667,0.24197360476971613,0.7136911869989709,8
-0.19953846063999997,0.16553846583999998,0.29072000000000003,0.4787444316765297,0.3666972176047444,0.6976579975890764,7
-0.06923076944,0.02876923216,0.2424,0.2421061441548698,0.10672988173813105,0.4273086004283087,3
0.0250769292,0.07415384968000001,0.29167999999999994,0.3628024320223206,0.1593014399965469,0.4555624848470295,4
0.03861538616,-0.016461536239999994,0.55648,0.18840653269870664,0.1486667407515365,0.5089161125372236,1
0.01369230928,-0.06784615656,0.28879999999999995,0.30058440893411864,0.11260960841234534,0.4045730589151976,3
0.045538459999999996,-0.01261538728,0.27791999999999994,0.343713930003688,0.1046013662145644,0.43004240907147745,4
-0.13415384624,0.022307692639999998,0.44112,0.40164207356706794,0.1681591990487017,0.6557794946474006,8
0.017538460880000002,0.0520000028,0.6224,0.22102527086852652,0.1958296658366651,0.5678963285671074,2
0.12046153831999999,-0.01492307712,0.4288,0.38964893597935807,0.15467783344682365,0.6743311945920936,7
-0.01815384624,0.02230769408,0.20176,0.18892884883740224,0.08122217912901857,0.4039050660737002,4
0.021384615279999998,0.033230768960000004,0.28336,0.0503076938718052,0.23047899658740467,0.7148313859925292,5
0.03323076896,0.03738461744,0.17664,0.26062483249972695,0.09925176277236183,0.3707439957706665,3
-0.06938460280000001,0.06215384559999999,0.13040000000000004,0.4660636540415384,0.20119665350122024,0.3613671816864392,3
-0.09630769672,0.04338461432,0.5145599999999999,0.2584031166469244,0.23706669713996026,0.5743831529562823,1
0.03046153896,0.21061538223999998,0.38112,0.08388439922618324,0.3436865565352707,0.629586805452592,6
0.03769230744,0.13692307704,0.5016,0.2504540312305081,0.23890281856990322,0.5582263340259038,7
-0.41661539279999993,0.15630769248,0.30304000000000003,0.5247086882575932,0.30260189269458876,0.4114913831418588,7
0.11384615119999998,0.2235384744,0.89184,0.39888604991875937,0.31602342796977123,0.6770292566795028,2
0.0007692316799999999,-0.0175384616,0.19519999999999998,0.22036683310516628,0.12254732621456328,0.391513167083816,4
-0.24815386152,-0.04861538951999998,0.5431999999999999,0.404325198826213,0.15955887183379203,0.5374720085734699,7
-0.0015384612,0.021538462,0.33456,0.037653042048144326,0.28075974702465695,0.6021501527027956,6
0.22661539415999998,0.22830769999999997,0.91696,0.48274415787345837,0.26109664659825277,0.6678325826133373,2
0.06507692512,0.31153846632,0.57552,0.5931626580510281,0.37473857609837974,0.7557919883142451,8
-0.018000005279999995,0.518153862,0.6076800000000001,0.5807373905058877,0.6052350836925814,0.9666595148241185,8
-0.051384615519999996,0.046,0.29663999999999996,0.29782024674645996,0.14835182301765973,0.4735752425961476,3
0.0021538505599999988,0.0179999992,0.22191999999999998,0.27403644557069934,0.11544214361544018,0.41442721146179573,3
-0.03384614592,0.10707692479999999,0.40128,0.46358776911203503,0.22014433385726329,0.7826345006450968,8
-0.04046153728,0.056307696559999995,0.23648,0.2959522214829663,0.13795154741095736,0.41664614434793473,4
-0.03430767976,0.1644615404,0.45184,0.5426326742458472,0.27202893067084283,0.8689565089232026,8
-0.2109230776,0.04076923328,0.17007999999999998,0.5023049538630907,0.1425071454984491,0.3797188349292144,4
-0.07030769503999999,0.15138462471999997,0.41552,0.5005772043387613,0.2949172814567178,0.8333272644045676,8
0.016769227439999982,0.07707692664,0.8456,0.37496728866994405,0.2814270153029669,0.5810010671246655,2
-0.0106153892,0.0581538532,0.39664,0.40524636932964647,0.31514499714563804,0.8318970551696887,2
-0.02984615664,0.27230769800000004,0.20944,0.10151095915114425,0.49051598131914126,0.6017206049322228,6
0.039076925199999994,-0.012923080000000002,0.31920000000000004,0.22888895860670455,0.07116012961195822,0.4640613752511623,3
-0.026615386160000004,-0.00661538736,0.69152,0.35542527784577177,0.24977628706745125,0.7830331344202491,2
0.16092308311999998,0.2721538584,0.5212800000000001,0.32970793485037275,0.41800852176346254,0.6485614555306228,7
-0.19769231471999998,0.07215384695999999,0.3008,0.3083272434612518,0.20790810588777875,0.5526164673623108,1
0.02892307168,0.3841538572,0.66976,0.6065648024771388,0.3705023387841474,0.7077609359098593,8
0.03630769391999999,0.15738462112,0.93744,0.327869369875515,0.39095457509240694,0.5014377791909979,2
0.00830769264,0.13892307415999997,0.9732799999999999,0.3286725678576956,0.37773354975818374,0.5347175344048481,2
0.04292307616,0.05707692296,0.13184,0.15559840347119697,0.26976250778242605,0.5666355216539111,6
